99,02/08/2021,07/08/2021
100,02/08/2021,07/08/2021
101,02/08/2021,07/08/2021
102,02/08/2021,07/08/2021
103,02/08/2021,07/08/2021
104,02/08/2021,07/08/2021
105,02/08/2021,07/08/2021
106,02/08/2021,07/08/2021
107,02/08/2021,07/08/2021
108,02/08/2021,07/08/2021
109,02/08/2021,07/08/2021
110,02/08/2021,07/08/2021
111,29/07/2021,01/08/2021
112,29/07/2021,01/08/2021
113,29/07/2021,01/08/2021
114,29/07/2021,01/08/2021
115,25/07/2021,26/07/2021
116,25/07/2021,26/07/2021
117,24/07/2021,28/07/2021
118,24/07/2021,28/07/2021
119,24/07/2021,28/07/2021
120,24/07/2021,28/07/2021
121,02/08/2021,08/08/2021
122,02/08/2021,08/08/2021
123,02/08/2021,08/08/2021
124,02/08/2021,08/08/2021
125,02/08/2021,08/08/2021
126,02/08/2021,08/08/2021
127,02/08/2021,08/08/2021
128,02/08/2021,08/08/2021
129,02/08/2021,08/08/2021
130,02/08/2021,08/08/2021
131,02/08/2021,08/08/2021
132,02/08/2021,08/08/2021
133,25/07/2021,07/08/2021
134,25/07/2021,07/08/2021
135,25/07/2021,07/08/2021
136,25/07/2021,07/08/2021
137,25/07/2021,07/08/2021
138,25/07/2021,07/08/2021
139,25/07/2021,07/08/2021
140,25/07/2021,07/08/2021
141,25/07/2021,07/08/2021
142,25/07/2021,07/08/2021
143,25/07/2021,07/08/2021
144,25/07/2021,07/08/2021
145,25/07/2021,07/08/2021
146,25/07/2021,07/08/2021
147,24/07/2021,01/08/2021
148,24/07/2021,01/08/2021
149,24/07/2021,01/08/2021
150,24/07/2021,01/08/2021
151,24/07/2021,01/08/2021
152,24/07/2021,01/08/2021
153,24/07/2021,01/08/2021
154,24/07/2021,01/08/2021
155,24/07/2021,01/08/2021
156,24/07/2021,01/08/2021
157,24/07/2021,01/08/2021
158,24/07/2021,01/08/2021
159,21/07/2021,07/08/2021
160,21/07/2021,07/08/2021
161,29/07/2021,07/08/2021
162,29/07/2021,07/08/2021
163,24/07/2021,08/08/2021
164,24/07/2021,08/08/2021
165,24/07/2021,06/08/2021
166,24/07/2021,06/08/2021
167,24/07/2021,31/07/2021
168,24/07/2021,31/07/2021
169,24/07/2021,31/07/2021
170,24/07/2021,31/07/2021
171,24/07/2021,31/07/2021
172,24/07/2021,31/07/2021
173,24/07/2021,31/07/2021
174,24/07/2021,31/07/2021
175,24/07/2021,31/07/2021
176,24/07/2021,31/07/2021
177,24/07/2021,31/07/2021
178,24/07/2021,31/07/2021
179,24/07/2021,31/07/2021
180,24/07/2021,31/07/2021
181,24/07/2021,31/07/2021
182,05/08/2021,07/08/2021
183,05/08/2021,07/08/2021
184,05/08/2021,07/08/2021
185,05/08/2021,07/08/2021
186,05/08/2021,07/08/2021
187,05/08/2021,07/08/2021
188,05/08/2021,07/08/2021
189,05/08/2021,07/08/2021
190,04/08/2021,05/08/2021
191,04/08/2021,05/08/2021
192,05/08/2021,07/08/2021
193,05/08/2021,07/08/2021
194,06/08/2021,08/08/2021
195,06/08/2021,08/08/2021
196,06/08/2021,08/08/2021
197,23/07/2021,30/07/2021
198,23/07/2021,30/07/2021
199,23/07/2021,30/07/2021
200,23/07/2021,30/07/2021
201,23/07/2021,30/07/2021
202,23/07/2021,30/07/2021
203,23/07/2021,30/07/2021
204,23/07/2021,30/07/2021
205,23/07/2021,30/07/2021
206,23/07/2021,30/07/2021
207,23/07/2021,30/07/2021
208,23/07/2021,30/07/2021
209,23/07/2021,30/07/2021
210,23/07/2021,30/07/2021
211,26/07/2021,31/07/2021
212,26/07/2021,31/07/2021
213,25/07/2021,04/08/2021
214,25/07/2021,04/08/2021
215,25/07/2021,04/08/2021
216,25/07/2021,04/08/2021
217,25/07/2021,04/08/2021
218,25/07/2021,04/08/2021
219,25/07/2021,04/08/2021
220,25/07/2021,04/08/2021
221,25/07/2021,04/08/2021
222,25/07/2021,04/08/2021
223,24/07/2021,02/08/2021
224,24/07/2021,02/08/2021
225,24/07/2021,02/08/2021
226,24/07/2021,02/08/2021
227,24/07/2021,02/08/2021
228,24/07/2021,02/08/2021
229,24/07/2021,02/08/2021
230,24/07/2021,02/08/2021
231,24/07/2021,02/08/2021
232,24/07/2021,02/08/2021
233,24/07/2021,02/08/2021
234,24/07/2021,02/08/2021
235,24/07/2021,02/08/2021
236,24/07/2021,02/08/2021
237,24/07/2021,02/08/2021
238,25/07/2021,05/08/2021
239,25/07/2021,05/08/2021
240,25/07/2021,05/08/2021
241,25/07/2021,05/08/2021
242,03/08/2021,06/08/2021
243,03/08/2021,06/08/2021
244,25/07/2021,27/08/2021
245,24/07/2021,01/08/2021
246,24/07/2021,01/08/2021
247,24/07/2021,01/08/2021
248,24/07/2021,01/08/2021
249,24/07/2021,01/08/2021
250,24/07/2021,01/08/2021
251,24/07/2021,01/08/2021
252,24/07/2021,01/08/2021
253,24/07/2021,01/08/2021
254,24/07/2021,01/08/2021
255,24/07/2021,01/08/2021
256,24/07/2021,01/08/2021
257,24/07/2021,01/08/2021
258,24/07/2021,01/08/2021
259,24/07/2021,01/08/2021
260,24/07/2021,01/08/2021
261,24/07/2021,01/08/2021
262,24/07/2021,01/08/2021
263,24/07/2021,01/08/2021
264,24/07/2021,01/08/2021
265,24/07/2021,01/08/2021
266,24/07/2021,01/08/2021
267,24/07/2021,01/08/2021
268,24/07/2021,01/08/2021
269,24/07/2021,01/08/2021
270,24/07/2021,01/08/2021
271,24/07/2021,01/08/2021
272,24/07/2021,01/08/2021
273,24/07/2021,01/08/2021
274,24/07/2021,01/08/2021
275,24/07/2021,01/08/2021
276,24/07/2021,01/08/2021
277,24/07/2021,01/08/2021
278,24/07/2021,01/08/2021
279,24/07/2021,06/08/2021
280,24/07/2021,06/08/2021
281,24/07/2021,06/08/2021
282,24/07/2021,06/08/2021
283,24/07/2021,06/08/2021
284,24/07/2021,27/07/2021
285,24/07/2021,27/07/2021
286,24/07/2021,27/07/2021
287,24/07/2021,27/07/2021
288,24/07/2021,27/07/2021
289,24/07/2021,27/07/2021
290,24/07/2021,27/07/2021
291,24/07/2021,27/07/2021
292,24/07/2021,01/08/2021
293,24/07/2021,01/08/2021
294,24/07/2021,01/08/2021
295,24/07/2021,01/08/2021
296,24/07/2021,01/08/2021
297,30/07/2021,31/07/2021
298,30/07/2021,31/07/2021
299,26/07/2021,31/07/2021
300,26/07/2021,31/07/2021
301,26/07/2021,31/07/2021
302,25/07/2021,08/08/2021
303,25/07/2021,08/08/2021
304,24/07/2021,08/08/2021
305,24/07/2021,08/08/2021
306,24/07/2021,04/08/2021
307,24/07/2021,04/08/2021
308,24/07/2021,04/08/2021
309,24/07/2021,04/08/2021
310,24/07/2021,04/08/2021
311,24/07/2021,04/08/2021
312,24/07/2021,04/08/2021
313,24/07/2021,04/08/2021
314,24/07/2021,04/08/2021
315,24/07/2021,04/08/2021
316,24/07/2021,04/08/2021
317,24/07/2021,04/08/2021
318,24/07/2021,04/08/2021
319,01/08/2021,07/08/2021
320,01/08/2021,07/08/2021
321,01/08/2021,07/08/2021
322,01/08/2021,07/08/2021
323,01/08/2021,07/08/2021
324,01/08/2021,07/08/2021
325,01/08/2021,07/08/2021
326,01/08/2021,07/08/2021
327,01/08/2021,07/08/2021
328,01/08/2021,07/08/2021
329,01/08/2021,07/08/2021
330,01/08/2021,07/08/2021
331,01/08/2021,07/08/2021
332,01/08/2021,07/08/2021
333,01/08/2021,07/08/2021
334,01/08/2021,07/08/2021
335,01/08/2021,07/08/2021
336,01/08/2021,07/08/2021
